"REPORT_ID","TYPE_DW","FINANCE_CORP_COUNT","FINANCE_ORG_COUNT","ACCOUNT_COUNT","CREDIT_LIMIT","MAX_CREDIT_LIMIT_PER_ORG","MIN_CREDIT_LIMIT_PER_ORG","BALANCE","USED_CREDIT_LIMIT","LATEST_6M_USED_AVG_AMOUNT"
"6377909","未结清贷款信息汇总","7","7","10","54808.00","","","46174.00","","3125.00"
"6377909","未销户贷记卡信息汇总","7","7","17","85162.00","47747.00","2262.00","","83164.00","78388.00"
"6377909","未销户准贷记卡信息汇总","1","1","2","0.00","2198.00","2198.00","","0.00","0.00"
"6357277","未结清贷款信息汇总","5","5","6","41400.00","","","34795.00","","2322.00"
"6357277","未销户贷记卡信息汇总","5","5","8","86000.00","30000.00","8195.00","","48473.00","38778.00"
"6357277","未销户准贷记卡信息汇总","1","1","1","3000.00","3000.00","3000.00","","0.00","0.00"
"6358048","未结清贷款信息汇总","4","4","5","42300.00","","","42300.00","","975.00"
"6358048","未销户贷记卡信息汇总","3","3","4","180000.00","100000.00","0.00","","162029.00","145287.00"
"6360346","未结清贷款信息汇总","1","1","2","10500.00","","","3408.00","","936.00"
"6360346","未销户贷记卡信息汇总","1","1","1","6000.00","6000.00","6000.00","","2996.00","1490.00"
"6360346","未销户准贷记卡信息汇总","1","1","1","100.00","100.00","100.00","","0.00","0.00"
"6358155","未结清贷款信息汇总","5","5","6","14347.00","","","11123.00","","922.00"
"6358155","未销户贷记卡信息汇总","2","2","3","12000.00","9000.00","3000.00","","12008.00","7419.00"
"6372760","未结清贷款信息汇总","1","1","1","20000.00","","","17895.00","","865.00"
"6376866","未结清贷款信息汇总","1","1","1","27650.00","","","12984.00","","952.00"
"6376866","未销户贷记卡信息汇总","4","4","5","32000.00","12000.00","5000.00","","10403.00","3837.00"
"6358226","未结清贷款信息汇总","1","1","1","2000.00","","","2000.00","","0.00"
"6358226","未销户贷记卡信息汇总","1","1","1","11000.00","11000.00","11000.00","","8590.00","6029.00"
"6355268","未结清贷款信息汇总","5","5","5","407000.00","","","405282.00","","2472.00"
"6355268","未销户贷记卡信息汇总","4","4","9","20000.00","10000.00","1000.00","","20057.00","15072.00"
"6355282","未结清贷款信息汇总","6","6","20","71951.00","","","57930.00","","9097.00"
"6355282","未销户贷记卡信息汇总","5","5","16","116000.00","30000.00","3041.00","","45594.00","48648.00"
"6355353","未结清贷款信息汇总","3","4","6","524200.00","","","477517.00","","9442.00"
"6355353","未销户贷记卡信息汇总","9","9","17","229000.00","84000.00","5000.00","","99360.00","116062.00"
"6357660","未结清贷款信息汇总","1","1","1","99990.00","","","76825.00","","3071.00"
"6357660","未销户贷记卡信息汇总","7","7","29","51000.00","12289.00","4000.00","","43045.00","39687.00"
"6379173","未销户贷记卡信息汇总","5","5","9","44000.00","15000.00","4500.00","","33930.00","29919.00"
"6377171","未结清贷款信息汇总","5","5","6","45100.00","","","28440.00","","4408.00"
"6377171","未销户贷记卡信息汇总","1","1","1","31000.00","31000.00","31000.00","","5826.00","6550.00"
"6379248","未结清贷款信息汇总","3","3","3","328500.00","","","221544.00","","16723.00"
"6379248","未销户贷记卡信息汇总","4","4","4","63001.00","50000.00","1.00","","22352.00","15565.00"
"6373108","未销户贷记卡信息汇总","2","2","2","18000.00","15000.00","3000.00","","10450.00","4497.00"
"6355467","未结清贷款信息汇总","4","4","6","30400.00","","","25241.00","","5003.00"
"6355467","未销户贷记卡信息汇总","6","6","10","51700.00","22000.00","500.00","","53379.00","46303.00"
"6342990","未结清贷款信息汇总","3","3","12","11779.00","","","9305.00","","1061.00"
"6341602","未结清贷款信息汇总","9","10","11","67181.00","","","54309.00","","4195.00"
"6341602","未销户贷记卡信息汇总","3","4","6","49500.00","27000.00","0.00","","21374.00","25093.00"
"6338045","未结清贷款信息汇总","6","6","8","29941.00","","","23385.00","","1392.00"
"6338045","未销户贷记卡信息汇总","3","3","4","24283.00","13283.00","3000.00","","8448.00","8898.00"
"6336547","未结清贷款信息汇总","3","3","6","34625.00","","","24110.00","","2119.00"
"6336547","未销户贷记卡信息汇总","3","3","6","21369.00","15000.00","1369.00","","18719.00","14983.00"
"6338071","未结清贷款信息汇总","4","4","4","205000.00","","","150943.00","","4791.00"
"6338071","未销户贷记卡信息汇总","7","7","12","179000.00","51216.00","5000.00","","134385.00","174378.00"
"6338817","未结清贷款信息汇总","1","1","1","3000.00","","","2850.00","","120.00"
"6338817","未销户贷记卡信息汇总","4","4","5","17000.00","6000.00","2000.00","","553.00","553.00"
"6334369","未结清贷款信息汇总","3","3","3","96000.00","","","91800.00","","1807.00"
"6334369","未销户贷记卡信息汇总","6","6","6","133500.00","56500.00","8000.00","","120092.00","94340.00"
"6338867","未结清贷款信息汇总","2","2","3","15835.00","","","11930.00","","995.00"
"6338867","未销户贷记卡信息汇总","5","5","10","50000.00","12295.00","2000.00","","28139.00","23324.00"
"6341764","未结清贷款信息汇总","7","7","13","54640.00","","","41005.00","","8583.00"
"6341764","未销户贷记卡信息汇总","6","6","8","244400.00","62000.00","5200.00","","228114.00","206084.00"
"6336664","未结清贷款信息汇总","8","8","9","75462.00","","","57434.00","","3367.00"
"6336664","未销户贷记卡信息汇总","4","4","7","53500.00","28500.00","1040.00","","52579.00","53178.00"
"6339047","未结清贷款信息汇总","2","2","4","5900.00","","","4087.00","","564.00"
"6339047","未销户贷记卡信息汇总","5","5","7","15000.00","6000.00","2000.00","","955.00","757.00"
"6336826","未结清贷款信息汇总","1","1","4","4740.00","","","3517.00","","405.00"
"6336826","未销户贷记卡信息汇总","1","1","1","9000.00","9000.00","9000.00","","9023.00","7202.00"
"6337621","未结清贷款信息汇总","3","3","3","25900.00","","","24300.00","","402.00"
"6337621","未销户贷记卡信息汇总","3","3","4","48221.00","26221.00","10000.00","","9959.00","13310.00"
"6342815","未结清贷款信息汇总","5","5","14","39093.00","","","28267.00","","2095.00"
"6342815","未销户贷记卡信息汇总","9","9","14","101584.00","40000.00","4084.00","","101634.00","98758.00"
"6337807","未结清贷款信息汇总","6","6","12","66100.00","","","55047.00","","4463.00"
"6337807","未销户贷记卡信息汇总","6","6","8","92499.00","34499.00","3000.00","","40285.00","36290.00"
"6335571","未结清贷款信息汇总","2","2","4","12513.00","","","10450.00","","765.00"
"6335571","未销户贷记卡信息汇总","1","1","2","24000.00","19000.00","19000.00","","18488.00","13878.00"
"6340710","未结清贷款信息汇总","2","2","7","4500.00","","","4083.00","","37.00"
"6340710","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","0.00","0.00"
"6408264","未结清贷款信息汇总","6","6","7","44423.00","","","31823.00","","3334.00"
"6408264","未销户贷记卡信息汇总","3","3","4","30000.00","15000.00","5000.00","","20940.00","15193.00"
"6409804","未结清贷款信息汇总","4","4","7","10132.00","","","9190.00","","174.00"
"6405234","未结清贷款信息汇总","3","3","3","25800.00","","","25800.00","","0.00"
"6405234","未销户贷记卡信息汇总","1","1","1","15000.00","15000.00","15000.00","","14708.00","14708.00"
"6408311","未结清贷款信息汇总","2","2","2","9500.00","","","8697.00","","427.00"
"6408311","未销户贷记卡信息汇总","7","7","9","78800.00","19500.00","1000.00","","94589.00","74160.00"
"6413496","未结清贷款信息汇总","5","5","5","15600.00","","","13580.00","","2019.00"
"6413496","未销户贷记卡信息汇总","2","2","2","10000.00","8000.00","2000.00","","9916.00","9966.00"
"6414352","未结清贷款信息汇总","2","2","4","9300.00","","","9300.00","","0.00"
"6414352","未销户贷记卡信息汇总","2","2","3","16000.00","10000.00","6795.00","","10187.00","14750.00"
"6409932","未结清贷款信息汇总","4","4","4","42400.00","","","38300.00","","3573.00"
"6409932","未销户贷记卡信息汇总","7","7","17","88241.00","30041.00","3000.00","","37255.00","29345.00"
"6415160","未结清贷款信息汇总","3","3","3","18000.00","","","15001.00","","297.00"
"6415160","未销户贷记卡信息汇总","6","6","8","40000.00","18000.00","2000.00","","38819.00","41445.00"
"6407656","未结清贷款信息汇总","1","1","4","5334.00","","","4301.00","","332.00"
"6407656","未销户贷记卡信息汇总","7","7","11","109500.00","44500.00","3000.00","","57421.00","45754.00"
"6415216","未销户贷记卡信息汇总","5","5","7","40000.00","15000.00","2000.00","","40398.00","38379.00"
"6413692","未结清贷款信息汇总","3","3","3","8585.00","","","7700.00","","2135.00"
"6413692","未销户贷记卡信息汇总","8","8","12","62400.00","16900.00","1000.00","","59903.00","53939.00"
"6407116","未结清贷款信息汇总","2","2","2","9216.00","","","4926.00","","1485.00"
"6407116","未销户贷记卡信息汇总","2","2","3","12000.00","10000.00","2000.00","","752.00","916.00"
"6413843","未结清贷款信息汇总","3","3","3","10580.00","","","8782.00","","952.00"
"6413843","未销户贷记卡信息汇总","1","1","2","6867.00","6767.00","6767.00","","933.00","937.00"
"6412423","未结清贷款信息汇总","4","4","9","128400.00","","","121539.00","","1731.00"
"6412423","未销户贷记卡信息汇总","8","8","12","70001.00","16359.00","1.00","","41675.00","29733.00"
"6412423","未销户准贷记卡信息汇总","1","1","1","0.00","5000.00","5000.00","","1971.00","3633.00"
"6409543","未结清贷款信息汇总","2","2","2","55700.00","","","17977.00","","1795.00"
"6409543","未销户贷记卡信息汇总","10","10","13","116500.00","20000.00","2000.00","","81399.00","70261.00"
"6413249","未结清贷款信息汇总","4","4","4","49500.00","","","43033.00","","2187.00"
"6413249","未销户贷记卡信息汇总","6","6","9","102000.00","31000.00","2000.00","","89254.00","85237.00"
"6408063","未结清贷款信息汇总","3","3","16","98779.00","","","82587.00","","5638.00"
"6408063","未销户贷记卡信息汇总","6","6","11","66379.00","300000.00","2000.00","","306202.00","200142.00"
"6409611","未结清贷款信息汇总","3","3","4","342400.00","","","326404.00","","3886.00"
"6409611","未销户贷记卡信息汇总","9","9","12","143500.00","26000.00","5455.00","","127827.00","126227.00"
"6406628","未结清贷款信息汇总","5","5","11","35467.00","","","27133.00","","1509.00"
"6406628","未销户贷记卡信息汇总","5","5","6","36000.00","15000.00","3000.00","","27909.00","29357.00"
"6411969","未结清贷款信息汇总","2","2","2","11300.00","","","4000.00","","26.00"
"6411969","未销户贷记卡信息汇总","6","6","10","145019.00","86979.00","40.00","","10074.00","25134.00"
"6414134","未结清贷款信息汇总","4","4","6","204003.00","","","114460.00","","8510.00"
"6414134","未销户贷记卡信息汇总","8","8","13","220274.00","100000.00","2000.00","","177320.00","169636.00"
"6410499","未结清贷款信息汇总","1","1","1","300000.00","","","300000.00","","0.00"
"6410499","未销户贷记卡信息汇总","3","3","4","16000.00","8000.00","3000.00","","15790.00","13194.00"
"6397707","未结清贷款信息汇总","9","9","13","155997.00","","","95208.00","","8435.00"
"6397707","未销户贷记卡信息汇总","4","4","13","87500.00","49155.00","7500.00","","71000.00","64736.00"
"6392503","未销户贷记卡信息汇总","3","3","16","113750.00","100000.00","10000.00","","114206.00","114326.00"
"6399997","未结清贷款信息汇总","3","3","4","6698.00","","","5569.00","","239.00"
"6399997","未销户贷记卡信息汇总","2","2","2","3500.00","3000.00","500.00","","18.00","348.00"
"6391827","未销户贷记卡信息汇总","4","4","6","118000.00","84000.00","4000.00","","52071.00","70075.00"
"6393283","未结清贷款信息汇总","4","4","4","199500.00","","","172756.00","","2077.00"
"6393283","未销户贷记卡信息汇总","7","7","10","121000.00","50000.00","0.00","","74195.00","73706.00"
"6399317","未销户贷记卡信息汇总","2","2","2","17500.00","14000.00","3500.00","","4568.00","3049.00"
"6393296","未结清贷款信息汇总","2","2","2","406500.00","","","406475.00","","260.00"
"6393296","未销户贷记卡信息汇总","1","1","2","10000.00","10427.00","10427.00","","9822.00","9964.00"
"6397113","未结清贷款信息汇总","3","3","6","144000.00","","","142000.00","","672.00"
"6397113","未销户贷记卡信息汇总","1","1","10","5600.00","6147.00","6147.00","","0.00","1256.00"
"6399373","未结清贷款信息汇总","1","1","1","2500.00","","","2500.00","","0.00"
"6399373","未销户贷记卡信息汇总","3","3","5","10481.00","6000.00","1.00","","6797.00","2960.00"
"6391895","未结清贷款信息汇总","5","5","9","29865.00","","","21394.00","","3353.00"
"6391895","未销户贷记卡信息汇总","2","2","3","27000.00","23000.00","4000.00","","15019.00","24866.00"
"6392625","未结清贷款信息汇总","1","1","1","2225.00","","","1251.00","","512.00"
"6392625","未销户贷记卡信息汇总","3","3","4","37000.00","20000.00","3000.00","","27688.00","31854.00"
"6397960","未结清贷款信息汇总","4","4","4","55400.00","","","33409.00","","3345.00"
"6397960","未销户贷记卡信息汇总","11","11","16","229729.00","44106.00","3000.00","","145088.00","138249.00"
"6393482","未销户贷记卡信息汇总","6","6","9","310101.00","100000.00","10000.00","","247686.00","232239.00"
"6401057","未结清贷款信息汇总","7","7","9","109760.00","","","52753.00","","8693.00"
"6401057","未销户贷记卡信息汇总","5","5","8","184000.00","98000.00","8000.00","","64112.00","49518.00"
"6401118","未结清贷款信息汇总","1","1","2","5199.00","","","4346.00","","55.00"
"6401118","未销户贷记卡信息汇总","2","2","3","8000.00","5000.00","3000.00","","0.00","0.00"
"6401847","未结清贷款信息汇总","3","3","9","35478.00","","","22321.00","","1774.00"
"6401847","未销户贷记卡信息汇总","6","6","17","104758.00","38754.00","0.00","","37424.00","36629.00"
"6401847","未销户准贷记卡信息汇总","1","1","1","0.00","5000.00","5000.00","","0.00","0.00"
"6392127","未结清贷款信息汇总","7","7","10","62498.00","","","54636.00","","2959.00"
"6392127","未销户贷记卡信息汇总","11","11","16","159469.00","30000.00","500.00","","113709.00","106828.00"
"6394376","未结清贷款信息汇总","4","4","5","192199.00","","","189199.00","","2813.00"
"6394376","未销户贷记卡信息汇总","14","14","25","156033.00","32389.00","2000.00","","56537.00","43434.00"
"6403593","未结清贷款信息汇总","5","5","7","441000.00","","","331770.00","","4211.00"
"6403593","未销户贷记卡信息汇总","4","4","5","36500.00","21500.00","2000.00","","35360.00","34334.00"
"6396028","未结清贷款信息汇总","6","6","14","303659.00","","","235997.00","","4628.00"
